,TITLE,REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,LATITUDE,LONGITUDE,REPORT_DATE,REPORT_COUNT,URL
2758,Westcott Bay Nature Reserve and Sculpture Park,Puget Sound and Islands,,,,,0.0,0,48.6105205256,-123.147114515,2019-11-26,5,https://www.wta.org/go-hiking/hikes/westcott-bay-nature-reserve-and-sculpture-park
2759,West Peak,Issaquah Alps,,,,,2.43,7,47.5056385564,-122.062447965,2021-04-07,57,https://www.wta.org/go-hiking/hikes/west-peak
2760,Willard Springs Trail,South Cascades,2.0,roundtrip,,,3.0,2,45.965410326,-121.342020035,2020-10-19,11,https://www.wta.org/go-hiking/hikes/willard-springs-trail
2761,Willapa National Wildlife Refuge - Bear River,Southwest Washington,3.5,roundtrip,,10.0,4.0,4,46.3768167974,-123.965098076,2020-11-22,4,https://www.wta.org/go-hiking/hikes/willapa-national-wildlife-refuge-bear-river
2762,Wilson Creek,Snoqualmie Region,5.6,roundtrip,220.0,5860.0,3.2,5,47.228861,-120.570309,2018-08-05,2,https://www.wta.org/go-hiking/hikes/wilson-creek-2
2763,Union Bay Nature Area,Puget Sound and Islands,1.5,roundtrip,,,2.75,4,47.6579868,-122.290565,2021-03-13,28,https://www.wta.org/go-hiking/hikes/union-bay-nature-area
2764,Breazeale Interpretive Center,Puget Sound and Islands,1.5,roundtrip,,,3.75,4,48.4837169,-122.4776658,2021-03-06,10,https://www.wta.org/go-hiking/hikes/upland-trail-breazeale-interpretive-center
2765,Union Peak,Central Cascades,,,1096.0,5696.0,0.0,0,47.8112231,-121.0826,2021-03-31,13,https://www.wta.org/go-hiking/hikes/union-peak
2766,Gee Point,North Cascades,3.0,roundtrip,700.0,4974.0,3.2,5,48.4182644942,-121.822757721,2020-09-05,22,https://www.wta.org/go-hiking/hikes/gee-point
2767,Glacier Basin,North Cascades,12.0,roundtrip,2159.0,,4.2,10,47.9869666667,-121.393,2020-10-31,166,https://www.wta.org/go-hiking/hikes/glacier-basin-1
2768,Fortune Ponds,Central Cascades,13.0,roundtrip,2700.0,4700.0,2.2,5,47.823,-121.205333333,2020-08-24,38,https://www.wta.org/go-hiking/hikes/fortune-ponds
2769,Glacier Basin,Mount Rainier Area,6.5,roundtrip,1600.0,5900.0,4.15,34,46.90215,-121.643683333,2020-11-07,331,https://www.wta.org/go-hiking/hikes/glacier-basin
2770,Ginkgo Petrified Forest Interpretive Trails,Central Washington,3.0,roundtrip,200.0,2600.0,2.91,11,46.9477399,-120.0357628,2021-04-17,51,https://www.wta.org/go-hiking/hikes/gingko-petrified-forest-interpretive-trails
2771,Ginkgo Petrified Forest State Park Backcountry,Central Washington,5.0,roundtrip,550.0,1200.0,2.0,6,46.9493247802,-120.009155273,2021-04-09,66,https://www.wta.org/go-hiking/hikes/gingko-petrified-forest-backcountry
2772,Elwha River and Geyser Valley,Olympic Peninsula,7.8,roundtrip,600.0,1300.0,2.8,5,47.9675833333,-123.58235,2021-03-27,61,https://www.wta.org/go-hiking/hikes/geyser-valley
2773,Goat Peak Lookout,North Cascades,3.7,roundtrip,1400.0,7001.0,3.39,18,48.6514965581,-120.402211619,2020-11-01,138,https://www.wta.org/go-hiking/hikes/goat-peak
2774,Fourth of July Pass via Thunder Creek,North Cascades,11.2,roundtrip,2400.0,3600.0,3.31,13,48.6925408,-121.0977693,2021-04-16,119,https://www.wta.org/go-hiking/hikes/fourth-of-july-pass
2775,Frog Lake,North Cascades,2.0,roundtrip,357.0,1009.0,1.75,4,48.2191108,-121.569261,2021-03-18,22,https://www.wta.org/go-hiking/hikes/frog-lake-2
2776,Freezeout Ridge,North Cascades,7.4,roundtrip,1040.0,7700.0,2.67,6,48.6569886,-119.9764948,2019-07-29,24,https://www.wta.org/go-hiking/hikes/freezeout-ridge
2777,Falls Creek,Central Cascades,8.0,roundtrip,3000.0,6100.0,4.25,4,47.4533732813,-120.767821328,2020-06-21,12,https://www.wta.org/go-hiking/hikes/falls-creek
2778,Elwha River and Lillian River,Olympic Peninsula,13.5,roundtrip,1200.0,2500.0,4.17,6,47.9675833333,-123.58235,2020-07-29,65,https://www.wta.org/go-hiking/hikes/elwha-river
2779,Fort Flagler State Park,Olympic Peninsula,5.0,roundtrip,150.0,150.0,2.62,8,48.094788,-122.722761,2021-02-18,33,https://www.wta.org/go-hiking/hikes/fort-flagler
2780,Estes Butte,Central Cascades,8.4,roundtrip,2900.0,5400.0,2.0,4,47.9727885956,-120.790764169,2019-09-14,34,https://www.wta.org/go-hiking/hikes/estes-butte
2781,Elk Lakes,Olympic Peninsula,4.9,roundtrip,400.0,1200.0,2.4,5,47.579317,-123.120367,2021-01-02,44,https://www.wta.org/go-hiking/hikes/elk-lake
2782,Fisher Lake,Central Cascades,10.0,roundtrip,1580.0,5171.0,3.6,10,47.6791427687,-121.265201569,2020-11-11,72,https://www.wta.org/go-hiking/hikes/fisher-lake
2783,Falls Creek Falls,North Cascades,4.0,roundtrip,,,3.38,8,48.6345898,-120.1559203,2021-04-18,20,https://www.wta.org/go-hiking/hikes/falls-creek-1
2784,Forest Lake,Mount Rainier Area,5.0,roundtrip,1000.0,6800.0,4.0,4,46.9146166667,-121.642333333,2020-08-08,16,https://www.wta.org/go-hiking/hikes/forest-lake
2785,Ericson's Bay,Olympic Peninsula,11.5,roundtrip,,,4.0,4,48.124359,-124.7059771,2020-09-18,7,https://www.wta.org/go-hiking/hikes/ericsons-bay
2786,Driveway Butte,North Cascades,8.6,roundtrip,3030.0,5982.0,3.4,10,48.5983333333,-120.513666667,2020-11-14,70,https://www.wta.org/go-hiking/hikes/driveway-butte
2787,Eagle Creek,North Cascades,7.3,one-way,4250.0,7250.0,2.71,7,48.35259,-120.407,2020-07-24,20,https://www.wta.org/go-hiking/hikes/eagle-creek
2789,Elbow Lake,North Cascades,16.0,roundtrip,2100.0,,2.6,5,48.6797235834,-121.896992459,2020-08-27,53,https://www.wta.org/go-hiking/hikes/elbow-lake
2790,Edds Mountain,Eastern Washington,11.1,roundtrip,1916.0,6320.0,4.5,4,48.5615222135,-118.581310264,2020-06-17,5,https://www.wta.org/go-hiking/hikes/edds-mountain
2792,Eightmile Lake,Central Cascades,6.6,roundtrip,1300.0,4650.0,3.67,27,47.5359666667,-120.8139,2020-12-06,341,https://www.wta.org/go-hiking/hikes/eightmile-lake
2793,Echo Ridge,Central Cascades,15.0,trails,,,3.17,6,47.9394331776,-120.041856766,2021-01-09,33,https://www.wta.org/go-hiking/hikes/echo-ridge
2794,Deer Lake,Olympic Peninsula,8.0,roundtrip,1650.0,,2.5,12,47.9277307388,-123.823986053,2021-04-24,102,https://www.wta.org/go-hiking/hikes/deer-lake-1
2795,Deer Creek Falls to Owyhigh Lakes,Mount Rainier Area,10.0,roundtrip,2200.0,5400.0,3.8,5,46.8335333333,-121.535116667,2020-11-07,43,https://www.wta.org/go-hiking/hikes/deer-creek-falls-to-owyhigh-lakes
2796,Big Snow Mountain,Central Cascades,,,,,0.0,0,47.5155703402,-121.452827454,2020-08-27,8,https://www.wta.org/go-hiking/hikes/big-snow-mountain
2797,Humility Hill,Central Cascades,5.0,roundtrip,2200.0,4358.0,0.0,0,47.6081476667,-120.531340762,2016-04-15,1,https://www.wta.org/go-hiking/hikes/humility-hill
2798,Columbia Hills State Park - Stacker Butte,Southwest Washington,5.0,roundtrip,1150.0,3200.0,3.0,1,45.694867,-121.092517,2021-04-18,20,https://www.wta.org/go-hiking/hikes/stacker-butte
2799,Forgotten Creek Natural Area Trail,Puget Sound and Islands,0.5,roundtrip,100.0,115.0,1.0,1,47.9759219559,-122.218673627,2020-04-10,3,https://www.wta.org/go-hiking/hikes/forgotten-creek-natural-area-trail
2800,Forest Glen Neighborhood Park,Issaquah Alps,1.0,roundtrip,200.0,980.0,0.0,0,47.5454452067,-122.147123266,2019-04-12,1,https://www.wta.org/go-hiking/hikes/forest-glen-neighborhood-park
2801,Admiralty Inlet Natural Area Preserve,Puget Sound and Islands,2.3,trails,,,0.0,0,48.1780536136,-122.686079264,2021-03-06,4,https://www.wta.org/go-hiking/hikes/admiralty-inlet-natural-area-preserve
2802,North Fork Walla Walla River,Eastern Washington,20.2,roundtrip,1540.0,5400.0,0.0,0,45.9417953,-118.0025855,2017-05-27,1,https://www.wta.org/go-hiking/hikes/north-fork-walla-walla-river
2803,Cabin Creek Snowshoe,Snoqualmie Region,2.4,roundtrip,,,0.0,0,47.2971096736,-121.288817189,2021-01-22,12,https://www.wta.org/go-hiking/hikes/cabin-creek-snowshoe
2806,Preston Creek Road Snowshoe,Central Cascades,13.8,roundtrip,,,4.0,1,47.891418,-120.428943,2019-01-25,1,https://www.wta.org/go-hiking/hikes/preston-creek-road-snowshoe
2807,Palmer Mountain,Central Cascades,,,5051.0,4206.0,0.0,0,47.739827746,-121.443740129,2016-04-09,2,https://www.wta.org/go-hiking/hikes/palmer-mountain
2808,Keyport Saltwater Park,Puget Sound and Islands,,,,,0.0,0,47.700817,-122.627334,2021-02-27,1,https://www.wta.org/go-hiking/hikes/keyport-saltwater-park
2809,Ira Spring Wetland,Olympic Peninsula,2.9,roundtrip,300.0,400.0,4.0,1,47.8815251274,-124.277224059,2020-11-28,7,https://www.wta.org/go-hiking/hikes/ira-spring-wetland
2810,Fort Ward to Blakely Harbor,Puget Sound and Islands,1.25,one-way,,,0.0,0,47.5839655666,-122.52515316,,0,https://www.wta.org/go-hiking/hikes/fort-ward-to-blakely-harbor
2811,Pacific Crest Trail (PCT) - Snoqualmie Pass to Olallie Meadow,Snoqualmie Region,12.0,roundtrip,,,3.0,1,47.4273028632,-121.421381086,2020-12-27,15,https://www.wta.org/go-hiking/hikes/snoqualmie-pass-to-olallie-meadow
2813,Frosty Pass,Central Cascades,11.3,one-way,3500.0,5700.0,0.0,0,47.583,-120.6834,2020-09-05,23,https://www.wta.org/go-hiking/hikes/frosty-pass
2814,Lewis and Clark Discovery Trail,Southwest Washington,7.0,one-way,15.0,45.0,0.0,0,46.3044269951,-124.063655846,2020-07-20,10,https://www.wta.org/go-hiking/hikes/ilwaco-long-beach-discovery-trail
2815,Toutle River Sediment Retention Structure Trail,South Cascades,1.2,roundtrip,,,3.0,1,46.36451,-122.55916,2021-03-12,3,https://www.wta.org/go-hiking/hikes/tootle-river-sediment-retention-structure-trail
2816,North Creek Trail,Puget Sound and Islands,,,,,0.0,0,47.8786422417,-122.222251296,2020-10-04,11,https://www.wta.org/go-hiking/hikes/north-creek-trail
2817,Alger Alp (North Route),Puget Sound and Islands,5.0,roundtrip,1000.0,1303.0,3.0,2,48.6439122189,-122.355528766,2021-02-16,12,https://www.wta.org/go-hiking/hikes/alger-alp-north-route
2818,Burnt Mountain,South Cascades,5.0,roundtrip,500.0,6586.0,4.0,12,46.71515,-121.166016667,2020-08-29,58,https://www.wta.org/go-hiking/hikes/burnt-mountain
2819,Roslyn Urban Forest,Snoqualmie Region,12.0,roundtrip,1258.0,3486.0,0.0,0,47.2227742626,-120.990843773,2020-12-30,29,https://www.wta.org/go-hiking/hikes/roslyn-urban-forest
2820,Folsom Farm - Smick Meadows,Eastern Washington,,,,,0.0,0,47.3834753,-117.8336605,2021-03-14,5,https://www.wta.org/go-hiking/hikes/folsom-farm-smick-meadows
2821,Troublesome Mountain,Central Cascades,,,,5433.0,0.0,0,47.909534,-121.365045,2016-08-30,1,https://www.wta.org/go-hiking/hikes/troublesome-mountain
2822,Bluegrass Butte,North Cascades,,,,5306.0,0.0,0,48.1416,-121.5177,2016-08-13,1,https://www.wta.org/go-hiking/hikes/bluegrass-butte
2823,Independence Peak,North Cascades,,,,5445.0,0.0,0,48.12859,-121.52297,2018-07-19,2,https://www.wta.org/go-hiking/hikes/independence-peak
2824,Point Robinson Park,Puget Sound and Islands,0.5,roundtrip,100.0,,4.0,3,47.3881546,-122.3742913,2020-08-19,16,https://www.wta.org/go-hiking/hikes/point-robinson-park
2825,Palouse to Cascades Trail - Lake Keechelus,Snoqualmie Region,4.0,roundtrip,200.0,2500.0,3.25,4,47.391477237,-121.392286643,2021-04-15,47,https://www.wta.org/go-hiking/hikes/palouse-to-cascades-trail-lake-keechelus
2826,Mount Spokane State Park - Trail 130,Eastern Washington,12.0,roundtrip,,,4.0,4,47.9048357587,-117.10267067,2019-06-22,33,https://www.wta.org/go-hiking/hikes/trail-130
2827,Tacoma Nature Center Interpretive Walks,Puget Sound and Islands,2.5,trails,113.0,408.0,3.0,6,47.2413661105,-122.49206543,2020-08-07,27,https://www.wta.org/go-hiking/hikes/the-tacoma-nature-center
2828,Tiger Mountain Trail South,Issaquah Alps,3.5,roundtrip,520.0,1100.0,3.0,9,47.44255,-121.9776,2021-04-18,107,https://www.wta.org/go-hiking/hikes/tiger-mountain-trail-south
2829,Swamp Trail,Issaquah Alps,1.0,roundtrip,75.0,520.0,3.67,6,47.5295950241,-121.996099753,2021-03-06,59,https://www.wta.org/go-hiking/hikes/swamp-trail
2830,Tahoma Creek,Mount Rainier Area,,,,,4.0,6,46.7837818268,-121.887130737,2020-07-21,6,https://www.wta.org/go-hiking/hikes/tahoma-creek
2831,Sulphur Mountain,North Cascades,10.0,roundtrip,4200.0,6000.0,3.4,5,48.244667,-121.188833,2021-03-03,60,https://www.wta.org/go-hiking/hikes/sulphur-mountain
2832,Talus Rock Trail,Issaquah Alps,1.2,roundtrip,,,3.17,6,47.5197593515,-121.970699653,2021-04-18,97,https://www.wta.org/go-hiking/hikes/talus-rock-trail
2833,Sulphur Creek,North Cascades,3.6,roundtrip,900.0,2250.0,3.57,7,48.2498333333,-121.193616667,2020-09-06,37,https://www.wta.org/go-hiking/hikes/sulphur-creek
2834,Steamboat Rock,Central Washington,6.0,roundtrip,650.0,2250.0,4.3,23,47.8635287231,-119.129600935,2021-04-11,128,https://www.wta.org/go-hiking/hikes/steamboat-rock
2835,South Tiger Powerline,Issaquah Alps,1.2,roundtrip,,,2.67,3,47.4544007977,-121.978308409,2020-12-06,14,https://www.wta.org/go-hiking/hikes/south-tiger-powerline
2836,Spiral Butte,South Cascades,11.0,roundtrip,2500.0,5840.0,3.25,4,46.6507912918,-121.278676987,2005-08-12,3,https://www.wta.org/go-hiking/hikes/spiral-butte
2837,Indian Island County Park,Olympic Peninsula,3.0,roundtrip,70.0,50.0,2.88,8,48.031867,-122.729133,2020-07-31,21,https://www.wta.org/go-hiking/hikes/south-indian-island
2838,South Tiger Traverse,Issaquah Alps,3.4,roundtrip,,,3.5,6,47.4433974576,-121.97604847,2021-03-31,61,https://www.wta.org/go-hiking/hikes/south-tiger-traverse
2839,South Puyallup Trail,Mount Rainier Area,3.4,roundtrip,700.0,4200.0,4.0,7,46.8065414181,-121.890895791,2020-09-06,37,https://www.wta.org/go-hiking/hikes/south-puyallup-to-wonderland
2841,Indian Henry's Hunting Ground via Longmire,Mount Rainier Area,14.0,roundtrip,3200.0,5600.0,4.12,8,46.7496666667,-121.81065,2020-11-02,65,https://www.wta.org/go-hiking/hikes/indian-henrys-via-longmire
2842,Cavanaugh Pond Natural Area,Puget Sound and Islands,0.8,roundtrip,,,0.0,0,47.463968,-122.111805,2020-03-18,2,https://www.wta.org/go-hiking/hikes/cavanaugh-pond-natural-area
2843,Fossil Trail,South Cascades,8.0,roundtrip,1300.0,3500.0,5.0,1,46.142931,-122.324099,2020-08-08,4,https://www.wta.org/go-hiking/hikes/fossil-trail
2844,Ape Caves,South Cascades,2.8,roundtrip,350.0,2450.0,4.54,56,46.1083166667,-122.21145,2020-07-12,211,https://www.wta.org/go-hiking/hikes/ape-cave
2845,Suntop Lookout,Mount Rainier Area,2.1,roundtrip,1100.0,5400.0,3.1,10,47.0088210328,-121.532639265,2021-04-15,184,https://www.wta.org/go-hiking/hikes/sun-top
2846,Langus Riverfront Park,Puget Sound and Islands,3.0,roundtrip,,,2.33,3,48.0001929,-122.1755585,2021-04-11,28,https://www.wta.org/go-hiking/hikes/langus-riverfront-park
2847,Lake Hills Greenbelt,Puget Sound and Islands,2.3,roundtrip,50.0,330.0,3.67,3,47.5965559045,-122.132177353,2021-04-18,18,https://www.wta.org/go-hiking/hikes/lake-hills-greenbelt
2848,Skookum Flats,Mount Rainier Area,7.8,roundtrip,300.0,2550.0,3.68,19,47.049021526,-121.570009813,2021-04-19,343,https://www.wta.org/go-hiking/hikes/skookum-flats
2849,Chenuis Falls,Mount Rainier Area,8.0,roundtrip,500.0,2200.0,3.14,7,46.995,-121.9155,2021-04-04,86,https://www.wta.org/go-hiking/hikes/chenuis-falls
2850,Old Mine Trail,Mount Rainier Area,3.4,roundtrip,425.0,2150.0,5.0,1,46.9831635,-121.8380832,2020-11-21,20,https://www.wta.org/go-hiking/hikes/old-mine-trail
2851,Flaming Geyser State Park,Puget Sound and Islands,4.0,roundtrip,450.0,425.0,2.68,19,47.2770833333,-122.0313,2021-04-23,86,https://www.wta.org/go-hiking/hikes/flaming-geyser-state-park
2852,Olallie Lake via Pratt Lake Trail,Snoqualmie Region,6.0,roundtrip,,,4.0,9,47.397839323,-121.486543203,2021-04-18,188,https://www.wta.org/go-hiking/hikes/olallie-lake-via-pratt-lake-trail
2853,Salmon Ridge Snowshoe,North Cascades,5.4,roundtrip,300.0,2400.0,4.0,2,48.9075513,-121.6941181,2021-04-06,17,https://www.wta.org/go-hiking/hikes/salmon-ridge-snowshoe
2854,Eagle Trail,Puget Sound and Islands,1.0,roundtrip,50.0,90.0,0.0,0,48.2023813536,-122.129259109,2020-10-14,2,https://www.wta.org/go-hiking/hikes/eagle-trail
2855,Cow Heaven,North Cascades,9.6,roundtrip,4040.0,4460.0,3.71,7,48.5416333333,-121.447883333,2021-01-10,62,https://www.wta.org/go-hiking/hikes/cow-heaven
2856,Snider Ridge,Olympic Peninsula,11.4,roundtrip,2340.0,3340.0,0.0,0,48.0684440872,-124.108600616,2020-03-29,2,https://www.wta.org/go-hiking/hikes/snider-ridge
2857,Bean Peak,Snoqualmie Region,1.4,roundtrip,1143.0,6743.0,4.0,5,47.41381,-120.85868,2020-11-06,82,https://www.wta.org/go-hiking/hikes/bean-peak
2858,East Fork Foss - Necklace Valley,Central Cascades,18.0,roundtrip,3400.0,5000.0,3.23,26,47.6659399,-121.2881179,2020-12-24,343,https://www.wta.org/go-hiking/hikes/necklace-valley
2859,Larch Lake,Central Cascades,12.0,roundtrip,2450.0,6078.0,3.5,12,47.6903,-120.7629,2020-10-17,39,https://www.wta.org/go-hiking/hikes/larch-lake
2860,Point Whitehorn Marine Reserve,Puget Sound and Islands,4.0,roundtrip,,,4.0,4,48.8871678,-122.7794695,2021-02-27,24,https://www.wta.org/go-hiking/hikes/point-whitehorn-marine-reserve
2861,Independence and North Lakes,North Cascades,7.0,roundtrip,2200.0,4950.0,3.92,26,48.1169666667,-121.522616667,2021-04-21,241,https://www.wta.org/go-hiking/hikes/independence-and-north-lakes
2862,Obstruction Point Road Snowshoe,Olympic Peninsula,,,,,5.0,2,47.9738266,-123.4766949,2021-03-26,11,https://www.wta.org/go-hiking/hikes/obstruction-point-road-snowshoe
2863,Lyre Conservation Area,Olympic Peninsula,2.5,roundtrip,,,5.0,1,48.1473093921,-123.823540807,2020-07-25,6,https://www.wta.org/go-hiking/hikes/lyre-conservation-area
2864,Narbeck Wetland Sanctuary,Puget Sound and Islands,2.0,trails,,,3.5,8,47.9327544,-122.2606863,2021-04-01,48,https://www.wta.org/go-hiking/hikes/narbeck-wetland-sanctuary
2865,White Chuck Bench,North Cascades,5.0,roundtrip,,,2.93,14,48.1704918919,-121.467010975,2021-04-12,125,https://www.wta.org/go-hiking/hikes/white-chuck-bench
2866,Lake of the Angels,Olympic Peninsula,7.0,roundtrip,3400.0,4950.0,4.54,24,47.5836,-123.234716667,2021-04-23,257,https://www.wta.org/go-hiking/hikes/lake-of-the-angels
2867,Lundin Peak,Snoqualmie Region,7.6,roundtrip,2900.0,6057.0,3.5,2,47.428029,-121.413413,2020-12-12,46,https://www.wta.org/go-hiking/hikes/lundin-peak-trail
2868,Jester Mountain,Central Cascades,4.5,roundtrip,628.0,5508.0,0.0,0,47.3510527,-120.7070182,2020-10-31,15,https://www.wta.org/go-hiking/hikes/jester-mountain
2869,Moses Coulee Preserve,Central Washington,4.0,roundtrip,,1750.0,3.75,4,47.6533293,-119.6678417,2021-04-01,12,https://www.wta.org/go-hiking/hikes/moses-coulee-preserve
2870,Saddle Lake via Meadow Mountain,North Cascades,,,,,4.5,4,48.1965845985,-121.775187493,2020-10-03,25,https://www.wta.org/go-hiking/hikes/saddle-lake
2871,Crystal Mountain Loop (Silver King),Mount Rainier Area,6.0,roundtrip,2450.0,6800.0,3.4,5,46.9368725565,-121.474167109,2020-11-08,70,https://www.wta.org/go-hiking/hikes/crystal-mountain
2872,Patterson Mountain,North Cascades,4.0,roundtrip,1070.0,3520.0,3.88,8,48.4620799959,-120.244116783,2021-04-06,66,https://www.wta.org/go-hiking/hikes/patterson-mountain
2873,Minotaur Lake,Central Cascades,3.5,roundtrip,1905.0,5580.0,3.89,28,47.82775,-121.02965,2020-12-05,241,https://www.wta.org/go-hiking/hikes/minotaur-lake
2874,Dungeness National Wildlife Refuge - Dungeness Spit,Olympic Peninsula,11.0,roundtrip,130.0,130.0,3.94,31,48.1413333333,-123.189916667,2021-04-10,192,https://www.wta.org/go-hiking/hikes/dungeness-national-wildlife-refuge
2875,Anacortes Community Forest Lands - Four Summit Loop,Puget Sound and Islands,6.5,roundtrip,1700.0,1300.0,0.0,0,48.46768587951761,-122.62982368469235,2021-04-03,6,https://www.wta.org/go-hiking/hikes/anacortes-community-forest-lands-four-summit-loop
2876,Rock Mountain,North Cascades,,,2660.0,7920.0,0.0,0,48.663,-119.9648,2017-08-26,1,https://www.wta.org/go-hiking/hikes/rock-mountain-2
2877,Clark Peak,North Cascades,6.5,roundtrip,1570.0,7891.0,0.0,0,48.663,-119.964833,2017-08-26,1,https://www.wta.org/go-hiking/hikes/clark-peak
2878,Middle Tiffany Mountain,North Cascades,,,2712.0,7972.0,0.0,0,48.6569886,-119.9764948,2017-08-26,2,https://www.wta.org/go-hiking/hikes/middle-tiffany-mountain
2879,Freds Mountain,North Cascades,,,9000.0,7814.0,0.0,0,48.7834,-120.1079,2018-06-23,1,https://www.wta.org/go-hiking/hikes/freds-mountain
2880,Peepsight Mountain,North Cascades,,,8800.0,8146.0,0.0,0,48.7834,-120.1079,2018-06-23,1,https://www.wta.org/go-hiking/hikes/peepsight-mountain
2881,Amos Peak,North Cascades,,,8000.0,8259.0,0.0,0,48.7834,-120.1079,2018-06-23,1,https://www.wta.org/go-hiking/hikes/amos-peak
2882,Andrew Peak,North Cascades,,,7500.0,8301.0,0.0,0,48.7834,-120.1079,2018-06-23,1,https://www.wta.org/go-hiking/hikes/andrew-peak
2883,Bauerman Ridge,North Cascades,,,,8044.0,0.0,0,48.97716,-120.06673,2017-09-04,1,https://www.wta.org/go-hiking/hikes/bauerman-ridge
2884,Silver Lake,North Cascades,9.2,roundtrip,2800.0,6950.0,3.3,10,48.73225,-120.668233333,2020-10-01,20,https://www.wta.org/go-hiking/hikes/silver-lake-1
2885,Rock Creek,North Cascades,7.1,one-way,1500.0,5900.0,2.25,4,48.9175421,-120.631646,2020-07-24,7,https://www.wta.org/go-hiking/hikes/rock-creek-1
2886,Lanham Lake,Central Cascades,3.2,roundtrip,1140.0,4140.0,2.83,6,47.7716333333,-121.013633333,2020-10-31,48,https://www.wta.org/go-hiking/hikes/lanham-lake
2887,Leroy Creek High Route,Central Cascades,,,,,2.71,7,48.0686448318,-120.841348171,2020-10-03,70,https://www.wta.org/go-hiking/hikes/leroy-creek-high-route
2888,Lenore Lake Caves,Central Washington,1.5,roundtrip,200.0,1300.0,3.57,7,47.517373241,-119.493769817,2021-03-27,68,https://www.wta.org/go-hiking/hikes/lenore-lake-caves
2889,Lake Ethel,Central Cascades,9.5,roundtrip,3500.0,5735.0,3.25,8,47.7722141703,-120.833031651,2020-10-10,62,https://www.wta.org/go-hiking/hikes/lake-ethel
2890,Lake Elizabeth,Central Cascades,0.75,roundtrip,69.0,2890.0,2.67,6,47.7012141878,-121.518203275,2020-08-23,45,https://www.wta.org/go-hiking/hikes/lake-elizabeth
2891,Klahhane Ridge,Olympic Peninsula,5.0,roundtrip,1700.0,6050.0,4.5,26,47.9870833333,-123.460866667,2020-11-07,201,https://www.wta.org/go-hiking/hikes/klahhane-ridge
2892,Lake Constance,Olympic Peninsula,4.4,roundtrip,3300.0,4800.0,3.83,18,47.729617,-123.141733,2021-03-27,86,https://www.wta.org/go-hiking/hikes/lake-constance
2893,Kettle Crest North,Eastern Washington,29.0,one-way,5200.0,7135.0,3.5,8,48.609078938,-118.484458923,2021-04-15,42,https://www.wta.org/go-hiking/hikes/kettle-crest-north
2894,Klonaqua Lakes,Central Cascades,10.0,one-way,2700.0,5200.0,3.0,5,47.6124001781,-120.949903771,2020-09-15,28,https://www.wta.org/go-hiking/hikes/klonaqua-lakes
2895,Lake Stuart,Central Cascades,9.0,roundtrip,1665.0,5065.0,3.75,20,47.5277,-120.820983333,2021-04-17,329,https://www.wta.org/go-hiking/hikes/lake-stuart
2896,Abercrombie Mountain Trail,Eastern Washington,7.3,roundtrip,2350.0,7300.0,2.57,7,48.9059840449,-117.520751776,2020-10-04,25,https://www.wta.org/go-hiking/hikes/abercrombie
2897,45 Mile Sheep Drive,Central Cascades,4.9,one-way,,3144.0,4.0,5,48.024502,-120.650212,2008-08-09,4,https://www.wta.org/go-hiking/hikes/45-mile-sheep-drive
2898,Agnes Gorge,Central Cascades,5.5,roundtrip,300.0,2000.0,3.0,5,48.3807333333,-120.840283333,2020-07-06,18,https://www.wta.org/go-hiking/hikes/agnes-gorge
2899,Abernathy Pass via Cedar Creek,North Cascades,18.0,roundtrip,3400.0,6400.0,3.75,8,48.579167,-120.478683,2020-09-22,15,https://www.wta.org/go-hiking/hikes/abernathy-pass
2900,Image Lake via Miners Ridge,North Cascades,31.8,roundtrip,4400.0,6000.0,4.25,8,48.1920688836,-121.038565636,2020-09-05,101,https://www.wta.org/go-hiking/hikes/image-lake-via-miners%20ridge
2901,Columbia Mountain Snowshoe,Eastern Washington,7.5,roundtrip,1400.0,,3.4,5,48.6073431,-118.4786315,2021-04-15,5,https://www.wta.org/go-hiking/hikes/columbia-mountain-snowshoe
2902,Foggy Dew Creek,North Cascades,14.0,roundtrip,4620.0,8050.0,2.75,4,48.17513,-120.26125,2020-10-04,36,https://www.wta.org/go-hiking/hikes/foggy-dew-creek
2903,Rock Mountain via Rock Lake,Central Cascades,8.0,roundtrip,4050.0,6852.0,3.0,10,47.7757333333,-120.9581,2020-12-12,130,https://www.wta.org/go-hiking/hikes/rock-mountain-via-rock-lake
2904,Sol Duc Falls,Olympic Peninsula,1.6,roundtrip,200.0,1951.0,4.0,20,47.9621913,-123.8498927,2021-04-24,121,https://www.wta.org/go-hiking/hikes/sol-duc-falls
2905,Railroad Bridge Park,Olympic Peninsula,,,,,3.0,4,48.0853320762,-123.146839859,2021-01-11,13,https://www.wta.org/go-hiking/hikes/railroad-bridge-park
2906,Columbia National Wildlife Refuge - Rimrock Lake,Central Washington,3.0,roundtrip,200.0,1060.0,3.5,6,46.936783,-119.24445,2021-03-27,27,https://www.wta.org/go-hiking/hikes/columbia-national-wildlife-refuge-rimrock-lake
2907,Chain Lakes Trail,Central Cascades,4.2,one-way,1900.0,5700.0,3.86,7,47.7460483292,-121.086573991,2020-09-15,70,https://www.wta.org/go-hiking/hikes/chain-lakes-trail
2908,Silver Falls Interpretive Trail,Central Cascades,1.2,roundtrip,,2400.0,2.0,4,47.9557604097,-120.534482002,2021-01-15,1,https://www.wta.org/go-hiking/hikes/silver-falls-interpretive-trail
