,Unnamed: 0,title,Unnamed: 2,riding area,rating,distance,descent,climb,popularity_score
71,,cow creek trail,,Mad River - Entiat,,"1,936 ft",-85 ft,91 ft,85
72,,unknown trail,,Teanaway Community Forest,,1 mile,-376 ft,56 ft,85
73,,slug slough,,Hoypus Hill,,"1,374 ft",-81 ft,4 ft,85
74,,hamilton buttes 118,,Dark Divide,,6 miles,"-2,798 ft","1,488 ft",85
75,,mcfly,,Silver Firs Trails,,"1,808 ft",,44 ft,85
76,,singletrack,,Teanaway Community Forest,,807 ft,-114 ft,,85
77,,trail,,Miller Peninsula State Park,,643 ft,,7 ft,85
78,,tcf singletrack,,Teanaway Community Forest,,"1,814 ft",-19 ft,12 ft,85
79,,cle elum ridge  1326,,Taneum Canyon,,"3,435 ft",-42 ft,83 ft,85
80,,bluff s edge,,Sequim,,853 ft,-6 ft,2 ft,85
81,,fort cascades loop,,North Bonneville,,1 mile,-36 ft,28 ft,85
82,,south fork taneum trail,,Taneum Canyon,,1 mile,,780 ft,85
83,,waughop lake loop,,Fort Steilacoom Park,,"4,770 ft",-2 ft,5 ft,85
84,,jolly mountain trail,,Salmon La Sac,,5 miles,"-3,178 ft",35 ft,85
85,,trace connector,,Dungeness Trails,,531 ft,,2 ft,85
86,,river trail,,Teanaway Community Forest,,3 miles,-10 ft,181 ft,85
87,,upper wolf trail 303 1 southeast,,Wolf Trails,,655 ft,-57 ft,8 ft,85
88,,3 bears loop,,Naneum Ridge State Forest,,"1,319 ft",-38 ft,34 ft,85
89,,mad river  blue creek to alder ,,Mad River - Entiat,,2 miles,-35 ft,417 ft,85
90,,cle elum ridge dh  1326,,Taneum Canyon,,2 miles,-673 ft,77 ft,85
91,,cougar s lair,,Sequim,,669 ft,,,85
92,,klone peak trail  6 820    1427,,Mad River - Entiat,,"2,339 ft",,240 ft,85
93,,colville dh,,Colville Mountain,,"2,808 ft",-198 ft,28 ft,85
94,,palouse to cascades state park trail  pcspt    kittitas ellensburg,,Ellensburg,,6 miles,,57 ft,85
95,,toutle trail,,Mt. St. Helens National Volcanic Monument,,7 miles,"-1,317 ft","1,456 ft",85
96,,terminator trail  159,,Oldman Pass,,3 miles,"-1,004 ft",3 ft,85
97,,erratic,,Dockton Forest,,"1,339 ft",-49 ft,,85
98,,sprinkles,,Mt. Pleasant,,"2,523 ft",-202 ft,,85
99,,davis connector,,Green Mountain,,"2,359 ft",-52 ft,,85
0,,climbing trail,,Foothills,,630 ft,-34 ft,,85
1,,sherman pass  82,,Central Kettle Crest,,4 miles,-643 ft,"1,498 ft",85
2,,boxley creek main gate to summit via access road,,Boxley Creek,,"3,297 ft",-64 ft,198 ft,85
3,,secret spot,,Bennington Lake,,472 ft,-14 ft,,85
4,,lake to dormitory,,Fort Steilacoom Park,,958 ft,,36 ft,85
5,,ne section,,Colville Mountain,,"2,135 ft",-54 ft,61 ft,85
6,,scott pierson trail,,Tacoma,,7 miles,-352 ft,480 ft,85
7,,navajo peak trail,,Alpine Lakes Wilderness,,"2,677 ft",,665 ft,85
8,,double track,,State Patrol Trails,,1 mile,-6 ft,110 ft,85
9,,dolphin shorts,,Zoo Loop,,"2,490 ft",-104 ft,269 ft,85
10,,the dalles campground trail,,410 / Mount Rainier North,,"3,363 ft",-127 ft,51 ft,85
11,,rat creek ridge trail,,Mountain Home Trails,,"5,125 ft",-26 ft,172 ft,85
12,,mainline bypass northeast,,Boxley Creek,,771 ft,-2 ft,,85
13,,sunrise peak,,Dark Divide,,877 ft,-68 ft,73 ft,85
14,,mainline,,Boxley Creek,,"3,642 ft",-14 ft,223 ft,85
15,,white horse,,North Kitsap Heritage Park,,"1,726 ft",-9 ft,15 ft,85
16,,raven s trail,,Newberry Hill Heritage Park,,"2,392 ft",-9 ft,42 ft,85
17,,siouxon trail  130,,Siouxon Area,,11 miles,-833 ft,"2,407 ft",85
18,,kss trail,,Newberry Hill Heritage Park,,"1,581 ft",-79 ft,2 ft,85
19,,yellowjacket black bear connector,,Winthrop,,"3,734 ft",-97 ft,20 ft,85
20,,trail,,Mount Pleasant,,873 ft,-47 ft,,85
21,,backdoor entrance west,,Boxley Creek,,430 ft,-15 ft,,85
22,,connector,,Ancient Lakes,,"2,927 ft",-4 ft,78 ft,85
23,,noble knob summit tr 1184,,410 / Mount Rainier North,,"2,382 ft",-11 ft,278 ft,85
24,,wile e coyote,,Putney Woods / Metcalf Trust Trails,,"2,035 ft",-72 ft,8 ft,85
25,,lovebug,,Whipple Creek Park,,814 ft,-37 ft,,85
26,,slickrock,,Roslyn Urban Forest,,"2,917 ft",-294 ft,,85
27,,grouse vista 180f,,Silver Star Scenic Area,,3 miles,-54 ft,"1,650 ft",85
28,,crystal mountain trail  1163,,Crystal Mountain,,3 miles,"-1,376 ft",433 ft,85
29,,olympic discovery  camp creek ,,Cooper Ranch,,5 miles,-293 ft,3 ft,85
30,,waterfront trail,,Leavenworth Ski Hill,,"4,491 ft",-64 ft,73 ft,85
31,,shore loop road,,Seward Park,,2 miles,-22 ft,13 ft,85
32,,park princess,,Silver Firs Trails,,515 ft,,,85
33,,techmo,,Island Center Forest,,"2,264 ft",-47 ft,5 ft,85
34,,palouse to cascades state park trail  pcspt    easton snoqualmie pass,,Easton,,17 miles,-36 ft,405 ft,85
35,,fenceline trail,,Green River Community College,,"1,355 ft",-5 ft,25 ft,85
36,,pink pelvis,,Manastash Ridge Area Trails,,"2,602 ft",-40 ft,35 ft,85
37,,summitview trail,,Cowichie Canyon Recreation Area,,"1,900 ft",,134 ft,85
38,,osborn s loop,,Whipple Creek Park,,894 ft,-15 ft,24 ft,85
39,,upper mesa,,Ancient Lakes,,2 miles,-189 ft,266 ft,85
40,,west middle traverse,,Roslyn,,"2,028 ft",-98 ft,36 ft,85
41,,pine oasis,,Manastash Ridge Area Trails,,3 miles,-343 ft,257 ft,85
42,,zephyr connector,,Liberty Lake County Park,,"4,127 ft",-10 ft,106 ft,85
43,,perimeter   leg 3,,Colville Trails,,"3,698 ft",-81 ft,65 ft,85
44,,188th bog detour,,Island Center Forest,,577 ft,-7 ft,6 ft,85
45,,dalles ridge  rd 7250 to shelter ,,410 / Mount Rainier North,,"3,360 ft",,107 ft,85
46,,meadow connector,,Yacolt Burn State Forest,,925 ft,-22 ft,73 ft,85
47,,logjam,,Port Townsend,,"1,066 ft",,47 ft,85
48,,knudson,,Bainbridge Island,,"2,668 ft",-264 ft,42 ft,85
49,,deer path,,Bainbridge Island,,"3,047 ft",-34 ft,53 ft,85
50,,pathfinder spur,,North Mountain,,371 ft,,43 ft,85
51,,unknown trail,,Montesano City Forest,,534 ft,-45 ft,,85
52,,criss cross,,Sun Mountain,,"3,905 ft",-218 ft,160 ft,85
53,,impossibowl,,Gibbs Lake,,"1,206 ft",-95 ft,47 ft,85
54,,bump and grind,,State Patrol Trails,,"5,003 ft",-315 ft,9 ft,85
55,,nestor peak,,Monte Cristo / Nestor Peak,,5 miles,"-2,796 ft",352 ft,85
56,,power line trail,,Moran State Park,,2 miles,"-1,556 ft",24 ft,85
57,,rendezvous basin loop,,Rendezvous Basin,,11 miles,"-1,767 ft","1,766 ft",85
58,,perimeter leg a   parking area to service road,,Colville Trails,,"1,663 ft",-6 ft,38 ft,85
59,,brave heart,,Fort Ebey State Park,,764 ft,,93 ft,85
60,,tower to meadow,,Yacolt Burn State Forest,,965 ft,-101 ft,,85
61,,crybaby,,Syncline,,1 mile,"-1,144 ft",228 ft,85
62,,middle of knowhere,,Moss Lake,,"1,739 ft",-44 ft,39 ft,85
63,,waterbar heaven,,Echo Ridge,,3 miles,"-1,015 ft",51 ft,85
64,,pink pelvis cutoff,,Manastash Ridge Area Trails,,527 ft,-7 ft,7 ft,85
65,,gully bypass,,Cherry Valley,,718 ft,-24 ft,28 ft,85
66,,pete s dragon,,Sun Mountain,,3 miles,"-1,034 ft",14 ft,85
67,,schucks,,Beezley Hill,,"1,503 ft",-115 ft,,85
68,,ptd,,#2 Canyon,,"5,003 ft",-672 ft,,85
69,,quincy,,Beezley Hill,,"1,448 ft",-15 ft,30 ft,85
70,,cold spring,,Moran State Park,,3 miles,"-1,837 ft",126 ft,85
71,,goat creek loop,,Winthrop,,"2,082 ft",-30 ft,46 ft,85
72,,lower canyon,,Badger Mountain,,"1,273 ft",-70 ft,,85
73,,for the view,,#2 Canyon,,"1,069 ft",-15 ft,99 ft,85
74,,antoine peak,,Antoine Peak Conservation Area,,955 ft,-15 ft,31 ft,85
75,,neapolitan charlie,,Montesano City Forest,,"2,648 ft",-315 ft,10 ft,85
76,,the tunnel,,Fort Ebey State Park,,"2,725 ft",-79 ft,107 ft,85
77,,woodland park trail,,Woodland Park,,574 ft,-4 ft,,85
78,,california creek   saltese ridge,,Mica Peak Conservation Area,,1 mile,-7 ft,579 ft,85
79,,humpty dump,,The Kettles Trails,,"1,828 ft",-85 ft,21 ft,85
80,,golden gate,,Port Orchard,,520 ft,-5 ft,9 ft,85
81,,cyclops,,Cherry Valley,,"3,218 ft",-333 ft,21 ft,85
82,,25,,Anacortes Community Forest Lands,,"1,187 ft",,126 ft,85
83,,212,,Anacortes Community Forest Lands,,"2,295 ft",-220 ft,76 ft,85
84,,hacked through to go kart,,Tolt MacDonald Park,,"1,916 ft",-94 ft,,85
85,,inner toothpick,,Tolt MacDonald Park,,805 ft,-9 ft,9 ft,85
86,,roots,,Port Orchard,,"2,717 ft",-49 ft,51 ft,85
87,,304,,Anacortes Community Forest Lands,,"2,873 ft",-48 ft,150 ft,85
88,,structural limit,,Japanese Gulch,,423 ft,-41 ft,,85
89,,east rim trail,,Dash Point State Park,,807 ft,-25 ft,,85
90,,zeta,,Port Orchard,,761 ft,-2 ft,4 ft,85
91,,bootleg,,#2 Canyon,,"2,408 ft",-117 ft,4 ft,85
92,,yellow jacket,,Squilchuck State Park,,1 mile,-525 ft,321 ft,85
93,,222,,Anacortes Community Forest Lands,,403 ft,-43 ft,,85
94,,buzzcut,,Port Gamble Forest Heritage Park,,"2,762 ft",-22 ft,10 ft,85
95,,ant hill,,The Kettles Trails,,434 ft,-10 ft,10 ft,85
96,,kari s bog trail,,Redmond Watershed Preserve,,1 mile,-130 ft,123 ft,85
97,,cold creek,,Yacolt Burn State Forest,,4 miles,"-1,861 ft",9 ft,85
98,,n f n ,,Japanese Gulch,,981 ft,-25 ft,8 ft,85
99,,tiger lily,,Squilchuck State Park,,"1,712 ft",-134 ft,34 ft,85
0,,lil  nill s hill,,North SeaTac Park,,262 ft,-3 ft,,85
1,,myth,,Beacon Hill,,"3,970 ft",-84 ft,177 ft,85
2,,intro   outro,,Tolt MacDonald Park,,"1,017 ft",-65 ft,58 ft,85
3,,trail,,North SeaTac Park,,"1,083 ft",-7 ft,26 ft,85
4,,animal tractors,,Beacon Hill,,"1,038 ft",-132 ft,5 ft,85
5,,trail,,North SeaTac Park,,"1,129 ft",-5 ft,2 ft,85
6,,airport escalator,,Beacon Hill,,2 miles,-9 ft,541 ft,85
7,,foothills trail  aka lone pine ,,Sage Hills,,1 mile,-307 ft,193 ft,85
8,,coyote canyon,,Sage Hills,,1 mile,-516 ft,114 ft,85
9,,stucky bowl loop,,North SeaTac Park,,"1,381 ft",-20 ft,17 ft,85
10,,dreamlifter,,Japanese Gulch,,"2,251 ft",-127 ft,46 ft,85
11,,holy roller,,Summit Ridge,,"4,403 ft",-46 ft,94 ft,85
12,,upchuck spur,,Beacon Hill,,377 ft,,26 ft,85
13,,the downhill,,Dash Point State Park,,990 ft,,86 ft,85
14,,touchdown,,Japanese Gulch,,463 ft,-66 ft,,85
15,,brain bucket,,Black Diamond Open Space,,"4,717 ft",-138 ft,136 ft,85
16,,rock garden,,Lacamas Park,,925 ft,-30 ft,11 ft,85
17,,upper jerry springer,,Tokul West,,801 ft,-66 ft,,85
18,,cfc west,,Lacamas Park,,617 ft,,39 ft,85
19,,will s traverse,,Beacon Hill,,"1,851 ft",-85 ft,13 ft,85
20,,dad bod,,Galbraith,,1 mile,-699 ft,214 ft,85
21,,derailer,,Henry's Ridge Open Space,,"2,676 ft",-74 ft,104 ft,85
22,,once upon a time,,Henry's Ridge Open Space,,"3,664 ft",-100 ft,142 ft,85
23,,kick ass,,Beacon Hill,,836 ft,-139 ft,,85
24,,dos cruces,,Galbraith,,646 ft,,21 ft,85
25,,white ox,,Lord Hill Regional Park,,618 ft,,75 ft,85
26,,anaconda,,Henry's Ridge Open Space,,1 mile,-98 ft,124 ft,85
27,,lacamas park main entrance,,Lacamas Park,,"1,570 ft",-153 ft,162 ft,85
28,,dos copas,,Galbraith,,1 mile,-19 ft,568 ft,85
29,,the sink,,Lord Hill Regional Park,,710 ft,-27 ft,21 ft,85
30,, lil beaver,,Henry's Ridge Open Space,,"2,973 ft",-183 ft,153 ft,85
31,,ursa major,,Galbraith,,"2,293 ft",-6 ft,36 ft,85
32,,blue jay way,,Soaring Eagle Park,,"1,243 ft",-58 ft,,85
33,,tetherball,,Tokul East,,"1,503 ft",-81 ft,,85
34,,disorderly conduct,,Beacon Hill,,"1,853 ft",-87 ft,23 ft,85
35,,over to oly,,Galbraith,,"1,534 ft",-21 ft,37 ft,85
36,,vitamin r,,Galbraith,,"2,132 ft",-225 ft,,85
37,,happy devil,,Galbraith,,"1,896 ft",-8 ft,147 ft,85
38,,sleigh ride,,Soaring Eagle Park,,"2,351 ft",-144 ft,1 ft,85
39,,waterfront trail,,Lacamas Park,,509 ft,-19 ft,7 ft,85
40,,tub lake,,North SeaTac Park,,"1,048 ft",-11 ft,14 ft,85
41,,middle ogdh,,Tokul East,,"1,923 ft",-212 ft,,85
42,,rank advancement,,Galbraith,,"1,509 ft",-108 ft,,85
43,,diy,,Tokul West,,"1,473 ft",-115 ft,,85
44,,old issues,,Galbraith,,774 ft,-13 ft,2 ft,85
45,,banner loop,,360 Trails,,"1,764 ft",-71 ft,68 ft,85
46,,cleavage,,Galbraith,,"1,856 ft",-8 ft,115 ft,85
47,,el pollo elastico,,Galbraith,,"3,930 ft",-51 ft,253 ft,85
48,,jack and the beanstalk,,Galbraith,,"3,287 ft",-41 ft,225 ft,85
49,,mole trap  evil twin ,,Galbraith,,"3,411 ft",-56 ft,46 ft,85
50,,lone wolf,,Galbraith,,"1,856 ft",-53 ft,23 ft,85
51,,deja vu,,Galbraith,,"1,246 ft",-19 ft,45 ft,85
52,,360 to gateway connector,,360 Trails,,"2,157 ft",-102 ft,15 ft,85
53,,other center,,Galbraith,,770 ft,-13 ft,41 ft,85
54,,intestine,,Galbraith,,"2,388 ft",-22 ft,133 ft,85
55,,here to there,,Galbraith,,"1,861 ft",-6 ft,79 ft,85
56,,oly spur,,Galbraith,,857 ft,-89 ft,,85
57,,keystone,,Galbraith,,"3,664 ft",-190 ft,32 ft,85
58,,cascara,,Paradise Valley Conservation Area,,"3,274 ft",-56 ft,23 ft,85
59,,el pollo connector,,Galbraith,,382 ft,-49 ft,,85
60,,powerlink,,Tiger Mountain State Forest,,"3,104 ft",-3 ft,287 ft,85
61,,upper eds,,St. Edward State Park,,"2,387 ft",-154 ft,222 ft,85
62,,wonderland,,Galbraith,,"3,343 ft",,174 ft,85
63,,volunteer trail,,St. Edward State Park,,"2,974 ft",-214 ft,318 ft,85
64,,east tiger summit,,Tiger Mountain State Forest,,2 miles,-947 ft,456 ft,85
65,,unknown,,St. Edward State Park,,938 ft,-87 ft,26 ft,85
66,,step it up,,Duthie Hill Mountain Bike Park,,1 mile,-123 ft,125 ft,85
67,,water tower loop,,Grand Ridge Park,,2 miles,-219 ft,162 ft,85
68,,feedback,,Swan Creek Park,,804 ft,-40 ft,,85
69,,holly loop trail,,Barnum Point County Park,,"1,854 ft",-28 ft,8 ft,90
70,,scenic loop,,Wallula Scablands,,"4,701 ft",-108 ft,46 ft,90
71,,farrell lake main trail,,Farrell's Marsh,,"1,785 ft",-8 ft,8 ft,90
72,,pacific way trail  nw ,,Longview,,"5,039 ft",-2 ft,6 ft,90
73,,forest park trail,,Forest Park,,535 ft,-16 ft,3 ft,90
74,,antoine loop,,Tonasket,,2 miles,-8 ft,328 ft,90
75,,bald mountain brawl,,Arlington,,3 miles,-25 ft,"1,092 ft",90
76,,gully,,Wallula Scablands,,1 mile,-250 ft,4 ft,90
77,,north canyon trail,,Joe Watt Canyon,,2 miles,-773 ft,45 ft,90
78,,ferry county rail trail,,Ferry County Rail Trail,,3 miles,-27 ft,22 ft,90
79,,coyote rock loop,,Frater Lake,,"2,927 ft",-76 ft,17 ft,90
80,,umatilla rock trail,,Sun Lakes - Dry Falls State Park,,1 mile,-88 ft,108 ft,90
81,,lightning point trail  1377 2,,Taneum Canyon,,2 miles,"-1,589 ft",104 ft,90
82,,usfs trail  333,,Geophysical Trails,,1 mile,-148 ft,95 ft,90
83,,vanson peak trail 217a,,Goat Mountain,,1 mile,-752 ft,164 ft,90
84,,indian flats  955,,Little Bald Mountain,,2 miles,-937 ft,9 ft,90
85,,usfs trail  302,,Geophysical Trails,,1 mile,-94 ft,150 ft,90
86,,hereford meadows trail  1207,,Taneum Canyon,,4 miles,-37 ft,745 ft,90
87,,dump jumps  the monroe trails ,,Monroe,,676 ft,-19 ft,,90
88,,westling loop,,Maxwelton,,"2,972 ft",-35 ft,37 ft,90
89,,seagen,,Mill Creek,,"2,533 ft",-100 ft,27 ft,90
90,,wind tunnel way,,Lake Easton State Park,,"1,686 ft",-23 ft,21 ft,90
91,,yozoo 276,,Dark Divide,,6 miles,-966 ft,"1,989 ft",90
92,,singletrack,,Tieton River Trail,,968 ft,-6 ft,,90
93,,chikamin rd to minnow ridge connector,,Mad River - Entiat,,"1,054 ft",-91 ft,16 ft,90
94,,mad river  chik tie to mad lake ,,Mad River - Entiat,,3 miles,-240 ft,550 ft,90
95,,gooseberry flat  1227,,Taneum Canyon,,1 mile,-780 ft,13 ft,90
96,,asotin creek  3125,,Asotin,,8 miles,"-2,299 ft",89 ft,90
97,,upper taylor ridge,,North Kettle Crest,,3 miles,"-1,028 ft",238 ft,90
98,,reade hill loop trail,,Reade Hill,,2 miles,-172 ft,168 ft,90
99,,waterline trail,,Newcastle,,"3,547 ft",-8 ft,59 ft,90
0,,trail,,Bennington Lake,,"2,398 ft",-42 ft,5 ft,90
1,,pine marten,,Mt. St. Helens National Volcanic Monument,,2 miles,-130 ft,235 ft,90
2,,lauretta s lane,,Lauretta Norene Forest Preserve,,"1,765 ft",,8 ft,90
3,,goat creek  205,,Goat Mountain,,5 miles,-191 ft,"2,472 ft",90
4,,special k trail,,Enumclaw,,"2,826 ft",-288 ft,5 ft,90
5,,tcf west fork connector,,Teanaway Community Forest,,345 ft,-9 ft,,90
6,,devils backbone trail  1448,,Mad River - Entiat,,3 miles,-296 ft,298 ft,90
7,,dive,,Silver Firs Trails,,850 ft,-21 ft,,90
8,,below dormitory trail,,Fort Steilacoom Park,,"1,509 ft",,2 ft,90
9,,bones,,Roche Harbour,,"3,937 ft",-62 ft,77 ft,90
10,,uptrack,,Colville Mountain,,"2,028 ft",-6 ft,184 ft,90
11,,hidden gem,,Teanaway Community Forest,,3 miles,-392 ft,420 ft,90
12,,north fork trail,,Hoypus Hill,,"4,316 ft",-60 ft,45 ft,90
13,,tcf connector,,Teanaway Community Forest,,"1,271 ft",-6 ft,5 ft,90
14,,riff raff,,Dungeness Trails,,912 ft,-14 ft,6 ft,90
15,,lewis river,,Lewis River,,9 miles,"-1,201 ft","1,510 ft",90
16,,shortcut 72 73,,Silver Firs Trails,,715 ft,-11 ft,,90
17,,salmon,,Dungeness Trails,,"2,014 ft",-2 ft,12 ft,90
18,,boiling lake,,Twisp,,423 ft,-6 ft,,90
19,,t d s   too darn short ,,Port Townsend,,797 ft,-57 ft,,90
20,,blue lake connector,,Mt. St. Helens National Volcanic Monument,,"1,280 ft",,80 ft,90
21,,sherman peak loop west,,South Kettle Crest,,2 miles,-686 ft,159 ft,90
22,,springboard,,Port Townsend,,"3,967 ft",-79 ft,10 ft,90
23,,meeker creek trail,,Puyallup,,"1,099 ft",,,90
24,,gravel bear,,Wallace Falls State Park,,"2,807 ft",-72 ft,17 ft,90
25,,gold creek trail  830,,Gold Creek - Dungeness,,7 miles,"-2,615 ft",832 ft,90
26,,dr  jekyll,,Dockton Forest,,"1,227 ft",-29 ft,23 ft,90
27,,drag race,,Dockton Forest,,"1,178 ft",-95 ft,,90
28,,land bridge trail,,Vancouver,,"3,547 ft",-17 ft,24 ft,90
29,,hot laps,,Friday Harbor,,"3,343 ft",-383 ft,,90
30,,alder way,,Lee Memorial Forest,,"1,791 ft",-53 ft,56 ft,90
31,,surveyors,,Teanaway Community Forest,,"2,295 ft",-59 ft,14 ft,90
32,,abel loop trail,,Green River Community College,,"2,434 ft",-17 ft,41 ft,90
33,,deadman s lake trail,,Goat Mountain,,"1,055 ft",-70 ft,,90
34,,gravel grinder,,Dockton Forest,,"1,916 ft",-6 ft,63 ft,90
35,,kiddie pool,,Dockton Forest,,"1,260 ft",-54 ft,,90
36,,wildlife,,Newberry Hill Heritage Park,,"3,986 ft",-49 ft,58 ft,90
37,,yarrow cutoff,,Miller Peninsula State Park,,820 ft,-7 ft,21 ft,90
38,,boundary,,North Kitsap Heritage Park,,"3,924 ft",-81 ft,42 ft,90
39,,palouse to cascades state park trail  pcspt    south cle elum easton,,Teanaway,,12 miles,,194 ft,90
40,,falls creek lava tube trail,,Falls Creek,,879 ft,-10 ft,,90
41,,pete lake trail,,Salmon La Sac,,3 miles,-48 ft,118 ft,90
42,,kettle crest trail   columbia mountain to jungle hill,,Central Kettle Crest,,4 miles,-680 ft,"1,113 ft",90
43,,trail,,Boxley Creek,,614 ft,-26 ft,,90
44,,palouse to cascades state park trail  pcspt    thorp south cle elum,,Teanaway,,17 miles,-25 ft,245 ft,90
45,,henskin lake,,Crystal Mountain,,"2,923 ft",-52 ft,152 ft,90
46,,lewis river trail  upper ,,Lewis River,,3 miles,-211 ft,461 ft,90
47,,multi use trail,,Boeing Creek Park,,810 ft,-4 ft,13 ft,90
48,,tongue mountain trail  294,,Dark Divide,,5 miles,"-2,504 ft",235 ft,90
49,,hangman,,Green Mountain,,1 mile,-32 ft,434 ft,90
50,,martin creek trail  429,,Twisp,,3 miles,,"1,189 ft",90
51,,fabrona,,Silver Firs Trails,,971 ft,-11 ft,,90
52,,spruce railroad   olympic discovery section,,Olympic Discovery,,10 miles,-82 ft,575 ft,90
53,,ethan s enduro course,,Boxley Creek,,"3,133 ft",-227 ft,8 ft,90
54,,backdoor entrance center,,Boxley Creek,,666 ft,,53 ft,90
55,,east interlaken boulevard,,Interlaken Park,,"2,116 ft",-17 ft,23 ft,90
56,,terminator  151,,Oldman Pass,,2 miles,-168 ft,237 ft,90
57,,basalt flow,,Naneum Ridge State Forest,,2 miles,-388 ft,387 ft,90
58,,bluff trail,,Fort Worden State Park,,"2,855 ft",-52 ft,112 ft,90
59,,wayne s world alt  entry,,Dry Hill,,528 ft,,6 ft,90
60,,radio flyer loop trail,,Cowichie Canyon Recreation Area,,1 mile,-135 ft,161 ft,90
61,,trail of two kitties,,Putney Woods / Metcalf Trust Trails,,689 ft,-27 ft,,90
62,,south loop,,Southwest County Olympic View Park,,"4,046 ft",-136 ft,138 ft,90
63,,plummer,,Green Mountain,,1 mile,-553 ft,226 ft,90
64,,ancient lakes descent,,Ancient Lakes,,1 mile,-319 ft,29 ft,90
65,,paul s trail,,Cle Elum,,2 miles,-398 ft,237 ft,90
66,,pop vulture  a k a  hpv,,Zoo Loop,,"2,277 ft",-248 ft,80 ft,90
67,,backdoor entrance east,,Boxley Creek,,574 ft,-33 ft,,90
68,,upper uproot  climb trail ,,Dry Hill,,"5,115 ft",-9 ft,385 ft,90
69,,dusty south,,Ancient Lakes,,1 mile,-53 ft,92 ft,90
70,,white river trail  ranger to deep creek ,,410 / Mount Rainier North,,2 miles,-448 ft,664 ft,90
71,,black bear,,Sun Mountain,,3 miles,-636 ft,511 ft,90
72,,perimeter leg 2   high trail,,Colville Trails,,"1,234 ft",-28 ft,14 ft,90
73,,west grand forest main,,Washington,,1 mile,-74 ft,75 ft,90
74,,liberty creek equestrian connector,,Liberty Lake County Park,,"1,143 ft",-115 ft,2 ft,90
75,,suntop  1183,,410 / Mount Rainier North,,8 miles,"-3,546 ft",896 ft,90
76,,hugh s delight,,Fort Ebey State Park,,"1,115 ft",-3 ft,20 ft,90
77,,mallory s trail,,Echo Ridge,,1 mile,-137 ft,339 ft,90
78,,custards chimney,,Whipple Creek Park,,"2,569 ft",-120 ft,60 ft,90
79,,burl cutoff,,Whipple Creek Park,,452 ft,-14 ft,17 ft,90
80,,stevie s wonder,,Beezley Hill,,"3,965 ft",-199 ft,31 ft,90
81,,oh deer,,Manastash Ridge Area Trails,,"2,568 ft",-204 ft,,90
82,,baja,,State Patrol Trails,,1 mile,-330 ft,23 ft,90
83,,burke gilman to sammamish river trail connector,,Bothell,,394 ft,-60 ft,,90
84,,one liner,,Dry Hill,,"4,517 ft",-594 ft,40 ft,90
85,,forest to sky,,Bainbridge Island,,"4,481 ft",-128 ft,137 ft,90
86,,north south connector,,Whipple Creek Park,,"3,737 ft",-109 ft,52 ft,90
87,,eye candy,,#2 Canyon,,1 mile,-331 ft,117 ft,90
88,,rattlesnake,,Beezley Hill,,"4,480 ft",-65 ft,106 ft,90
89,,murphy s grade   lower,,Yacolt Burn State Forest,,1 mile,-452 ft,,90
90,,mt  constitution trail,,Moran State Park,,3 miles,"-1,240 ft",272 ft,90
91,,rusty mcleod,,Dry Hill,,"3,114 ft",-412 ft,32 ft,90
92,,connector,,Yacolt Burn State Forest,,627 ft,,39 ft,90
93,,meadowlark trail,,Winthrop,,"3,615 ft",-205 ft,104 ft,90
94,,yo mama,,Dry Hill,,"2,264 ft",-202 ft,39 ft,90
95,,aaron s climbing trail,,Yacolt Burn State Forest,,"1,043 ft",,120 ft,90
96,,dante s inferno,,Dry Hill,,"1,083 ft",-166 ft,,90
97,,gretchen s borderline,,The Kettles Trails,,897 ft,-96 ft,12 ft,90
98,,short shorts,,Dry Hill,,526 ft,-134 ft,,90
99,,morning glory,,Echo Ridge,,"4,333 ft",-214 ft,38 ft,90
0,,dynomite,,Rocky Top,,"4,865 ft",-215 ft,30 ft,90
1,,cousins,,Tolt MacDonald Park,,"2,077 ft",-25 ft,17 ft,90
2,,cutthroat pass  483,,Winthrop,,6 miles,,"2,355 ft",90
3,,rader creek,,Sun Mountain,,1 mile,-135 ft,538 ft,90
4,,upsy daisy,,Echo Ridge,,"3,859 ft",-73 ft,114 ft,90
5,,olympic view drive trail,,Southwest County Olympic View Park,,"2,467 ft",-50 ft,45 ft,90
6,,whippersnapper,,The Kettles Trails,,"3,368 ft",-123 ft,82 ft,90
7,,patterson lake trail,,Sun Mountain,,2 miles,-187 ft,163 ft,90
8,,1600 connectors,,Montesano City Forest,,"5,272 ft",-323 ft,148 ft,90
9,,turtle gulch,,Spokane Valley,,"4,140 ft",-313 ft,4 ft,90
10,,cedar gulch,,Roslyn Urban Forest,,"2,123 ft",-247 ft,,90
11,,osprey,,Chamna Natural Preserve,,"1,647 ft",-3 ft,,90
12,,sick  n twisted,,Cherry Valley,,"3,390 ft",-184 ft,32 ft,90
13,,escorlator,,Cherry Valley,,"1,512 ft",,100 ft,90
14,,a 1600a,,Montesano City Forest,,"2,522 ft",-148 ft,66 ft,90
15,,tres enduro,,Peshastin,,1 mile,"-1,105 ft",33 ft,90
16,,taco traverse,,Rocky Top,,"3,504 ft",-205 ft,30 ft,90
17,,coal miners trail,,Cle Elum,,3 miles,,302 ft,90
18,,bloviate,,Banner Forest,,"1,769 ft",-48 ft,79 ft,90
19,,cedar,,The Kettles Trails,,926 ft,-10 ft,46 ft,90
20,,skyline trail,,Badger Mountain,,3 miles,-423 ft,662 ft,90
