,Unnamed: 0,title,Unnamed: 2,riding area,rating,distance,descent,climb,popularity_score
72,,falling-waters-trail,,Cascades Preserve,,"2,707 ft",-90 ft,25 ft,0
73,,old-butt-knob-trail--332,,Shining Rock Wilderness,,3 miles,"-2,439 ft",469 ft,0
74,,buckquarter-creek,,Eno River State Park,,"5,007 ft",-16 ft,5 ft,0
75,,yellow-south,,Florence Nature Preserve,,"4,613 ft",-456 ft,,0
76,,bearwallow-falls-trail,,Gorges State Park,,"1,161 ft",-156 ft,,0
77,,pump-station--e-,,West Point on the Eno,,"1,637 ft",-11 ft,16 ft,0
78,,shining-creek--363,,Shining Rock Wilderness,,4 miles,"-2,505 ft",163 ft,0
79,,tom---glenna-rock,,Florence Nature Preserve,,"1,175 ft",-12 ft,29 ft,0
80,,elephant-rock,,North Carolina Botanical Garden,,"5,246 ft",-139 ft,20 ft,0
81,,yellow-buck-trail--265,,Harper Creek Wilderness Study Area,,3 miles,"-1,128 ft",434 ft,0
82,,appalachian-trail---gregory-bald-whiteblazes,,Appalachian Trail Corridor (TN),,7 miles,-402 ft,"2,950 ft",0
83,,raider-camp-alternate,,Harper Creek Wilderness Study Area,,"1,266 ft",-102 ft,,0
84,,grand-oak-loop,,Brumley Nature Preserve,,"1,532 ft",-3 ft,13 ft,0
85,,barnett-branch--north-,,Pisgah Ranger District,,1 mile,-563 ft,,0
86,,duncan-road,,Moses H. Cone Memorial Park,,2 miles,-35 ft,410 ft,0
87,,cedar-rock-trail--124,,Pisgah Ranger District,,1 mile,-419 ft,758 ft,0
88,,sal-s-branch,,William B. Umstead State Park,,2 miles,-196 ft,197 ft,0
89,,sunday-stroll--2,,Mountain Creek Park,,"2,713 ft",-15 ft,27 ft,0
90,,sierra-trail,,McDowell Nature Preserve,,"1,043 ft",-45 ft,12 ft,0
91,,elk-pen-trail,,Big Ivy (Coleman Boundary),,2 miles,-739 ft,7 ft,0
92,,sam-knob-summit-617a,,Pisgah Ranger District,,318 ft,,21 ft,0
93,,four-seasons-trail,,McDowell Nature Preserve,,899 ft,-3 ft,19 ft,0
94,,biltmore-campus-trail,,Pisgah Ranger District,,"4,012 ft",-34 ft,37 ft,0
95,,nantahala-river,,,,499 ft,-12 ft,4 ft,0
96,,lower-cascades-trail,,Hanging Rock State Park,,"1,936 ft",-127 ft,15 ft,0
97,,mountain-trail,,Pilot Mountain State Park,,4 miles,-237 ft,545 ft,0
98,,occoneechee-mountain-loop-trail,,Occoneechee Mountain State Natural Area,,2 miles,-449 ft,435 ft,0
99,,a-t--side-trails--standing-indian-mtn-vista-side-trail,,Appalachian Trail Corridor (NC),,551 ft,,58 ft,0
0,,a-t--side-trails--standing-indian-mtn-vista-side-trail,,Appalachian Trail Corridor (NC),,551 ft,,58 ft,0
1,,occoneechee-mountain-loop-trail,,Occoneechee Mountain State Natural Area,,2 miles,-449 ft,435 ft,0
2,,cat-gap-loop--120,,Pisgah Ranger District,,4 miles,"-1,018 ft",765 ft,0
3,,creekside-trail,,McDowell Nature Preserve,,"5,171 ft",-94 ft,99 ft,0
4,,trailhead-connector,,Haw River State Park,,"1,847 ft",-13 ft,3 ft,0
5,,appalachian-trail---newfound-gap,,Great Smoky Mountains National Park - East NC,,2 miles,-601 ft,373 ft,0
6,,hickory-nut-falls,,Chimney Rock State Park,,"3,658 ft",-33 ft,244 ft,0
7,,clingmans-dome-bypass-trail,,Great Smoky Mountains National Park - West NC,,"2,697 ft",,263 ft,0
8,,old-mitchell,,Mount Mitchell State Park,,2 miles,-762 ft,262 ft,0
9,,a-t--side-trails--shuck-stack-mtn-firetower-vista-side-trail,,Appalachian Trail Corridor (TN),,587 ft,,112 ft,0
10,,pump-station--w-,,West Point on the Eno,,"1,827 ft",,62 ft,0
11,,the-maze,,Moses H. Cone Memorial Park,,2 miles,-79 ft,206 ft,0
12,,graveyard-ridge-connector-trail-356a,,Pisgah Ranger District,,"2,221 ft",-5 ft,177 ft,0
13,,conley-cove-trail,,Linville Gorge Wilderness Area,,1 mile,,"1,054 ft",0
14,,forney-ridge-trail,,Great Smoky Mountains National Park - West NC,,5 miles,"-2,531 ft",176 ft,0
15,,sunwall--601,,Brevard,,"2,654 ft",,332 ft,0
16,,four-seasons,,Chimney Rock State Park,,"3,333 ft",-4 ft,358 ft,0
17,,indian-creek-trail,,Hanging Rock State Park,,4 miles,-192 ft,"1,176 ft",0
18,,bobbit-hole,,Eno River State Park,,804 ft,-5 ft,,0
19,,cox-mountain-trail,,Eno River State Park,,3 miles,-360 ft,332 ft,0
20,,graveyard-fields-lower-fallsoverlook-358c,,Pisgah Ranger District,,344 ft,-67 ft,,0
21,,table-rock-gap--243,,Linville Gorge Wilderness Area,,1 mile,-658 ft,20 ft,0
22,,cove-connector,,Latta Nature Preserve,,"2,100 ft",-66 ft,,0
23,,osprey-trail-spur,,Greensboro,,"1,099 ft",-45 ft,,0
24,,deer-park-road,,Moses H. Cone Memorial Park,,1 mile,-5 ft,252 ft,0
25,,piedmont-prairie,,Latta Nature Preserve,,"1,604 ft",-28 ft,33 ft,0
26,,babel-tower-trail,,Linville Gorge Wilderness Area,,1 mile,-16 ft,870 ft,0
27,,little-glassy-mountain-trail,,Carl Sandburg Home National Historic Site,,"2,920 ft",-73 ft,245 ft,0
28,,granny-burrell-falls-trail,,Panthertown Valley,,"1,717 ft",-65 ft,29 ft,0
29,,case-camp-ridge-trail--119,,Pisgah Ranger District,,1 mile,"-1,026 ft",8 ft,0
30,,paddy-s-creek,,Lake James State Park,,1 mile,-45 ft,21 ft,0
31,,little-lost-cove-cliff-trail-271a,,Harper Creek Wilderness Study Area,,1 mile,-358 ft,430 ft,0
32,,colington-path,,Outer Banks,,"4,806 ft",-8 ft,,0
33,,torys-den--waterfall-,,Hanging Rock State Park,,879 ft,-86 ft,14 ft,0
34,,bridges-camp-gap-trail--607,,Shining Rock Wilderness,,1 mile,-431 ft,,0
35,,mountain-to-sea-trail--nc-segment-23,,Carter Falls Trail System,,"2,339 ft",-29 ft,46 ft,0
36,,camp-alice,,Mount Mitchell State Park,,"2,142 ft",,410 ft,0
37,,mount-pisgah-trail--355,,Pisgah Ranger District,,2 miles,-130 ft,903 ft,0
38,,seniard-ridge-trail--609,,Pisgah Ranger District,,2 miles,"-1,478 ft",49 ft,0
39,,chimney-swift-circle,,Brumley Nature Preserve,,"1,617 ft",-37 ft,,0
40,,little-pinnacle-overlook,,Pilot Mountain State Park,,371 ft,,24 ft,0
41,,grandfather-extension,,Grandfather Mountain State Park,,"2,720 ft",-3 ft,311 ft,0
42,,overlook-trail,,Occoneechee Mountain State Natural Area,,768 ft,-32 ft,,0
43,,peninsula-trail,,Harris Lake County Park,,4 miles,-103 ft,137 ft,0
44,,vineyard-trail,,Carter Falls Trail System,,"2,247 ft",-62 ft,68 ft,0
45,,boulder-access-spur-trail,,Crowders Mountain State Park,,"1,289 ft",-87 ft,25 ft,0
46,,chestnut-knob-trail,,South Mountain State Park,,2 miles,-45 ft,914 ft,0
47,,buckhorn-gap-trail--lower-middle---103,,Pisgah Ranger District,,"1,371 ft",-191 ft,,0
48,,mountain-to-sea-trail--nc-segment-24,,Carter Falls Trail System,,"3,307 ft",-156 ft,17 ft,0
49,,a-t--side-trails--long-branch-shelter-side-trail,,Appalachian Trail Corridor (NC),,676 ft,-57 ft,,0
50,,bald-knob-ridge--186,,Curtis Creek,,3 miles,"-1,293 ft",11 ft,0
51,,wetlands-loop-trail,,Greensboro,,"2,677 ft",-37 ft,8 ft,0
52,,cold-mountain-trail--141,,Shining Rock Wilderness,,1 mile,,986 ft,0
53,,sycamore-loop,,William B. Umstead State Park,,3 miles,-273 ft,283 ft,0
54,,trombatore-trail,,Hendersonville,,2 miles,-584 ft,669 ft,0
55,,daniel-boone-scout,,Grandfather Mountain State Park,,3 miles,"-1,737 ft",2 ft,0
56,,persimmon-ridge--270,,Harper Creek Wilderness Study Area,,2 miles,-879 ft,516 ft,0
57,,crabtree-falls-trail,,Crabtree Falls,,2 miles,-522 ft,517 ft,0
58,,rich-mountain-road,,Moses H. Cone Memorial Park,,1 mile,,172 ft,0
59,,ledge-spring-trail,,Pilot Mountain State Park,,"4,957 ft",-611 ft,85 ft,0
60,,falls-branch--214,,Woods Mountain,,"1,880 ft",,63 ft,0
61,,unknown-trail,,Lost Cove Wilderness Study Area,,"3,424 ft",-771 ft,,0
62,,underwood,,Grandfather Mountain State Park,,"2,398 ft",-4 ft,291 ft,0
63,,summit-trail,,Occoneechee Mountain State Natural Area,,"1,729 ft",,98 ft,0
64,,torys-den-trail,,Hanging Rock State Park,,2 miles,-207 ft,777 ft,0
65,,glen-falls-tr8,,Franklin,,"4,354 ft",-524 ft,,0
66,,whitewater-falls-overlook,,Gorges State Park,,"1,742 ft",-156 ft,60 ft,0
67,,mason-hall-trail,,Lake Michael,,"2,142 ft",-12 ft,26 ft,0
68,,vertical-mile-challenge-trail,,Rocky Face Mountain Recreational Area,,"2,228 ft",,465 ft,0
69,,chimney-swift-circle,,Brumley Nature Preserve,,"2,585 ft",-25 ft,2 ft,0
70,,turnback-trail,,Crowders Mountain State Park,,1 mile,-233 ft,42 ft,0
71,,grassy-cove-top-trail,,Shining Rock Wilderness,,"2,300 ft",-35 ft,328 ft,0
72,,snowball-mountain-trail,,Craggy Gardens,,3 miles,-925 ft,627 ft,0
73,,bridge-trail,,Grandfather Mountain State Park,,"1,942 ft",-218 ft,7 ft,0
74,,thompson-creek-trail,,Pisgah Ranger District,,2 miles,"-1,643 ft",,0
75,,fishing-path,,Hanging Rock State Park,,679 ft,-4 ft,10 ft,0
76,,wildcat-rock,,Florence Nature Preserve,,4 miles,-214 ft,"1,920 ft",0
77,,beacon-heights-trail,,Grandfather Mountain State Park,,"1,365 ft",,136 ft,0
78,,split-rock-hiking,,Latta Nature Preserve,,"3,048 ft",-20 ft,32 ft,0
79,,hunt-fish-fall,,Lost Cove Wilderness Study Area,,"4,018 ft",-14 ft,597 ft,0
80,,skyline,,Chimney Rock State Park,,1 mile,-260 ft,219 ft,0
81,,oak-hill-trail,,McDowell Nature Preserve,,541 ft,,15 ft,0
82,,entrance-road,,Moses H. Cone Memorial Park,,"2,549 ft",-116 ft,,0
83,,wolf-rock-trail,,Hanging Rock State Park,,"5,168 ft",-250 ft,80 ft,0
84,,loblolly-trail,,William B. Umstead State Park,,3 miles,-371 ft,274 ft,0
85,,grindstone-trail,,Pilot Mountain State Park,,3 miles,-62 ft,"1,150 ft",0
86,,high-shoals-falls-loop,,South Mountain State Park,,1 mile,-432 ft,492 ft,0
87,,little-sam-trail--347,,Pisgah Ranger District,,1 mile,-271 ft,60 ft,0
88,,loop-trail,,Great Smoky Mountains National Park - West NC,,1 mile,-307 ft,395 ft,0
89,,nat-greene-trail,,Greensboro,,3 miles,-136 ft,142 ft,0
90,,north-harper-creek-falls-trail--239,,Harper Creek Wilderness Study Area,,1 mile,-232 ft,8 ft,0
91,,crowders-triple-peak,,Crowders Mountain State Park,,2 miles,-615 ft,20 ft,0
92,,bass-lake-road,,Moses H. Cone Memorial Park,,"5,000 ft",-5 ft,9 ft,0
93,,horse-water-trail,,Dupont State Recreational Forest,,259 ft,,,0
94,,big-glassy-trail,,Carl Sandburg Home National Historic Site,,1 mile,,509 ft,0
95,,cragway-trail,,Grandfather Mountain State Park,,"4,157 ft",-666 ft,,0
96,,company-mill-loop,,William B. Umstead State Park,,4 miles,-372 ft,364 ft,0
97,,wright-brothers-multi-use-path,,Outer Banks,,"2,044 ft",-3 ft,,0
98,,cook-s-wall-trail,,Hanging Rock State Park,,2 miles,-806 ft,141 ft,0
99,,twin-falls-trail--604,,Pisgah Ranger District,,"2,982 ft",-82 ft,120 ft,0
0,,magnolia-springs-trail,,Hanging Rock State Park,,"2,068 ft",-5 ft,256 ft,0
1,,grandfather,,Grandfather Mountain State Park,,2 miles,-545 ft,"1,176 ft",0
2,,a-t--side-trails--siler-bald-vista-side-trail,,Appalachian Trail Corridor (NC),,"1,240 ft",,206 ft,0
3,,graveyard-fields-loop-trail--358,,Pisgah Ranger District,,1 mile,-140 ft,152 ft,0
4,,stone-mountain-loop-connector,,Stone Mountain State Park,,394 ft,,7 ft,0
5,,upper-cascades-trail,,Hanging Rock State Park,,"1,559 ft",-132 ft,5 ft,0
6,,barnett-branch--south-,,Pisgah Ranger District,,2 miles,-105 ft,778 ft,0
7,,clawhammer-cove,,Pisgah Ranger District,,"4,990 ft",,505 ft,0
8,,juney-whank-falls-trail,,Great Smoky Mountains National Park - West NC,,787 ft,-121 ft,,0
9,,summit-outlook-trail,,Craggy Gardens,,240 ft,,31 ft,0
10,,cone-manor-trail,,Moses H. Cone Memorial Park,,469 ft,-3 ft,,0
11,,backside-trail,,Poston Park,,"4,288 ft",,585 ft,0
12,,slick-rock-falls--117,,Brevard,,"4,813 ft",,575 ft,0
13,,indian-creek-trail,,Great Smoky Mountains National Park - West NC,,3 miles,,514 ft,0
14,,investor-gap-upper--101,,Shining Rock Wilderness,,2 miles,-20 ft,80 ft,0
15,,table-rock-summit-trail--242,,Linville Gorge Wilderness Area,,"3,848 ft",-3 ft,555 ft,0
16,,occoneechee-speedway,,Hillsborough,,"1,850 ft",-5 ft,,0
17,,daisys-lake-loop,,Kanuga Conference & Retreat,,"1,549 ft",-43 ft,60 ft,0
18,,crowders-trail,,Crowders Mountain State Park,,3 miles,-393 ft,104 ft,0
19,,daisys-lake-trail,,Kanuga Conference & Retreat,,"1,450 ft",-16 ft,9 ft,0
20,,carriage-barn-trail,,Moses H. Cone Memorial Park,,817 ft,-22 ft,6 ft,0
21,,mountain-to-sea-access-trail-358b,,Pisgah Ranger District,,"1,152 ft",-3 ft,11 ft,0
22,,moores-knob,,Hanging Rock State Park,,230 ft,,41 ft,0
23,,pinnacle-trail,,Crowders Mountain State Park,,2 miles,-34 ft,743 ft,0
24,,stone-mountain-loop-trail,,Stone Mountain State Park,,4 miles,-920 ft,895 ft,0
25,,waterrock-knob-trail,,Maggie Valley,,"2,536 ft",,456 ft,0
26,,jomeokee-loop,,Pilot Mountain State Park,,"1,937 ft",-308 ft,308 ft,0
27,,crabtree-access-trail,,Crabtree Falls,,932 ft,-82 ft,,0
28,,devils-courthouse-connector,,Middle Prong Wilderness,,614 ft,-14 ft,16 ft,0
29,,rocktop-trail,,Crowders Mountain State Park,,"5,243 ft",-463 ft,65 ft,0
30,,sam-knob-trail--617,,Pisgah Ranger District,,1 mile,-394 ft,7 ft,0
31,,juney-whank-falls-trail,,Great Smoky Mountains National Park - West NC,,397 ft,,45 ft,0
32,,devils-courthouse-trail,,Middle Prong Wilderness,,"2,221 ft",,278 ft,0
33,,perry-cove--151,,Pisgah Ranger District,,1 mile,-883 ft,,0
34,,memminger-pond-loop,,Carl Sandburg Home National Historic Site,,"1,762 ft",-9 ft,8 ft,0
35,,balsam-nature,,Mount Mitchell State Park,,"3,025 ft",-111 ft,50 ft,0
36,,pressley-cove-trail--112,,Pisgah Ranger District,,1 mile,-6 ft,856 ft,0
37,,swinging-bridge,,Grandfather Mountain State Park,,774 ft,-43 ft,4 ft,0
38,,flat-top-road,,Moses H. Cone Memorial Park,,2 miles,-11 ft,588 ft,0
39,,outcroppings-trail,,Chimney Rock State Park,,"1,060 ft",,451 ft,0
40,,craggy-pinnacle-trail,,Craggy Gardens,,"2,054 ft",-32 ft,172 ft,0
41,,palmetto-trail,,Greensboro,,2 miles,-77 ft,73 ft,0
42,,mount-mitchell--upper---190,,Mount Mitchell State Park,,1 mile,-777 ft,,0
43,,courthouse-falls-trail--130,,Pisgah Ranger District,,410 ft,-63 ft,,0
44,,mount-mitchell--190,,Mount Mitchell State Park,,4 miles,-7 ft,"2,709 ft",0
45,,baldwins-reach,,Kanuga Conference & Retreat,,"1,375 ft",-9 ft,5 ft,0
46,,path,,Pilot Mountain State Park,,889 ft,-17 ft,17 ft,0
47,,baldwins-reach,,Kanuga Conference & Retreat,,"1,772 ft",-241 ft,,0
48,,hawksbill-trail--248,,Linville Gorge Wilderness Area,,1 mile,-3 ft,656 ft,0
49,,rainbow-falls-trail,,Gorges State Park,,2 miles,-433 ft,327 ft,0
50,,parking-path,,Carl Sandburg Home National Historic Site,,696 ft,-10 ft,28 ft,0
51,,company-mill,,William B. Umstead State Park,,"4,862 ft",-205 ft,20 ft,0
52,,newberry-creek--210,,Black Mountain,,4 miles,,"2,358 ft",0
53,,north-slope-connector-359a,,Pisgah Ranger District,,"4,485 ft",-521 ft,8 ft,0
54,,coontree-loop--west---144,,Pisgah Ranger District,,2 miles,-939 ft,,0
55,,exclamation-point,,Chimney Rock State Park,,879 ft,,192 ft,0
56,,little-rock-greenway,,Triangle,,2 miles,-10 ft,101 ft,0
57,,occoneechee-speedway,,Hillsborough,,"1,985 ft",,2 ft,0
58,,profile-trail,,Grandfather Mountain State Park,,3 miles,"-1,877 ft",253 ft,0
59,,chestnut-cove-lower,,Bent Creek Experimental Forest,,"1,982 ft",,228 ft,0
60,,daisy-s-lake-trail,,Kanuga Conference & Retreat,,"2,904 ft",-17 ft,38 ft,0
61,,moore-s-wall-loop-trail,,Hanging Rock State Park,,4 miles,-872 ft,927 ft,0
62,,jomeokee-access,,Pilot Mountain State Park,,891 ft,-60 ft,23 ft,0
63,,graveyard-fields-upper-falls-358a,,Pisgah Ranger District,,"4,872 ft",,206 ft,0
64,,sleepy-gap-lower,,Bent Creek Experimental Forest,,"2,736 ft",,362 ft,0
65,,corn-mountain-loop,,Kanuga Conference & Retreat,,3 miles,-305 ft,320 ft,0
66,,bearwallow-mountain-trail,,Hendersonville,,"4,708 ft",,488 ft,0
67,,pink-beds-loop--118,,Pisgah Ranger District,,3 miles,-149 ft,57 ft,0
68,,cat-gap-bypass-120a,,Pisgah Ranger District,,"3,225 ft",-6 ft,106 ft,0
69,,sam-knob-summit-617a,,Pisgah Ranger District,,"3,540 ft",,413 ft,0
70,,art-loeb-spur-trail--108,,Pisgah Ranger District,,"2,156 ft",,316 ft,0
71,,hanging-rock-trail,,Hanging Rock State Park,,1 mile,-99 ft,532 ft,0
72,,flat-tail-trail,,Brumley Nature Preserve,,"1,148 ft",,20 ft,0
73,,rocky-branch-greenway,,Triangle,,3 miles,-7 ft,190 ft,0
74,,john-rock--365,,Pisgah Ranger District,,2 miles,-787 ft,271 ft,0
75,,buckhorn-gap-trail--upper-middle---103,,Pisgah Ranger District,,"1,640 ft",-180 ft,,0
76,,occoneechee-speedway-path,,Hillsborough,,"2,923 ft",-49 ft,35 ft,0
77,,high-falls-trail,,Dupont State Recreational Forest,,"1,516 ft",-37 ft,9 ft,0
78,,moore-cove-falls--318,,Pisgah Ranger District,,"3,363 ft",-30 ft,157 ft,0
79,,homestead-trail--foot-traffic-only---333,,Bent Creek Experimental Forest,,358 ft,,11 ft,0
80,,crabtree-creek-trail,,Triangle,,9 miles,-154 ft,150 ft,0
81,,pilot-rocks,,Pisgah Ranger District,,"4,416 ft",-346 ft,142 ft,0
82,,reedy-creek-greenway,,Triangle,,5 miles,-276 ft,214 ft,0
83,,hooker-falls-trail,,Dupont State Recreational Forest,,"1,804 ft",-86 ft,33 ft,0
84,,looking-glass-rock--114,,Brevard,,3 miles,-37 ft,"1,626 ft",0
85,,gatewood-loop-trail,,San-Lee Park,,"2,877 ft",-106 ft,109 ft,0
86,,gatewood-loop-trail,,San-Lee Park,,932 ft,-19 ft,20 ft,0
87,,homestead-trail--foot-traffic-only---333,,Bent Creek Experimental Forest,,768 ft,-6 ft,17 ft,0
88,,rolling-green,,Tryon International Equestrian Center,,"2,569 ft",,3 ft,5
89,,wescott-park-east,,Cherokee,,"2,021 ft",,53 ft,5
90,,lower-indian-queen-cemetery-access,,Great Smoky Mountains National Park - West NC,,"1,194 ft",,128 ft,5
91,,treelight-trail,,Wendell Falls,,"4,193 ft",-36 ft,28 ft,5
92,,connector,,"Glenn C. Hilton, Jr. Memorial Park",,"3,765 ft",-174 ft,92 ft,5
93,,92---rocky-mtn--loop,,Uwharrie National Forest,,3 miles,-274 ft,469 ft,5
94,,park-creek-trail--33,,Southern Nantahala National Forest,,5 miles,-60 ft,884 ft,5
95,,89---wolf-den,,Uwharrie National Forest,,"5,069 ft",-67 ft,213 ft,5
96,,buffalo-creek-extension,,Buffalo Creek Park,,,,,5
97,,keely-park-trail,,Keely Park,,207 ft,,,5
98,,bluford-loop-trail,,Greensboro,,"2,247 ft",-14 ft,5 ft,5
99,,fisher-park-trail,,Greensboro,,361 ft,-5 ft,2 ft,5
0,,connector,,Murphy,,75 ft,,,5
1,,trail-1,,Wayehuta ORV Park,,,,,5
2,,79---slab-pile,,Uwharrie National Forest,,"5,089 ft",-169 ft,112 ft,5
3,,fisher-park-trail,,Greensboro,,351 ft,,4 ft,5
4,,90---dutch-john,,Uwharrie National Forest,,2 miles,-577 ft,357 ft,5
5,,buffalo-creek-descent,,Buffalo Creek Park,,,,,5
6,,barber-park-trail,,Greensboro,,"1,227 ft",-10 ft,34 ft,5
7,,stawell-drive-connector,,Huntersville,,203 ft,,2 ft,5
8,,fisher-park-trail,,Greensboro,,125 ft,,,5
9,,shannon-hills-greenway,,Greensboro,,"2,057 ft",-21 ft,21 ft,5
10,,keely-park-trail,,Keely Park,,131 ft,,,5
11,,girl-scouts--hornets--nest-council-trail,,Signal Hill,,2 miles,-119 ft,127 ft,5
12,,green-valley-greenway,,Greensboro,,141 ft,,3 ft,5
13,,hester-park-trail-1,,Greensboro,,"2,769 ft",-27 ft,27 ft,5
14,,390---daniel,,Uwharrie National Forest,,2 miles,-528 ft,389 ft,5
15,,estatoe-connector,,Pisgah Ranger District,,,,,5
16,,black-trail,,Huntersville,,686 ft,-14 ft,,5
17,,lakeshore-trail--bmt-,,Great Smoky Mountains National Park - West NC,,9 miles,"-1,204 ft","1,617 ft",5
18,,moonshine-run,,Tryon International Equestrian Center,,860 ft,-66 ft,15 ft,5
19,,tryon-green-way--1,,Tryon International Equestrian Center,,1 mile,-161 ft,86 ft,5
20,,wallace-branch,,Franklin,,"2,421 ft",-255 ft,,5
21,,ring-around-the-rosie,,Tryon International Equestrian Center,,"3,245 ft",-75 ft,24 ft,5
22,,king-meadows-tr63,,"Nantahala National Forest, Cheoah Ranger District",,6 miles,-296 ft,"2,550 ft",5
23,,yellow-patch-trail--25,,Southern Nantahala National Forest,,2 miles,-99 ft,334 ft,5
24,,whisnant-connector,,Lake James State Park,,,,,5
25,,fisher-park-trail,,Greensboro,,157 ft,-8 ft,,5
26,,nichols-cove-trail-tr44,,Joyce Kilmer/Slickrock Wilderness,,"3,530 ft",-22 ft,485 ft,5
27,,huntersville-elementary-school,,Huntersville,,"3,970 ft",-83 ft,80 ft,5
28,,91---dickey-bell,,Uwharrie National Forest,,3 miles,-407 ft,622 ft,5
29,,keely-park-trail,,Keely Park,,79 ft,,,5
30,,bluford-connector-trail,,Greensboro,,"1,037 ft",,23 ft,5
31,,cedar-mountain-trail,,Cedar Mountain,,3 miles,-469 ft,443 ft,5
32,,brown-center-loop,,Greensboro,,"2,484 ft",-27 ft,25 ft,5
33,,apex-community-park,,Cary,,253 ft,,,5
34,,keely-park-trail,,Keely Park,,269 ft,,10 ft,5
35,,96---falls-dam,,Uwharrie National Forest,,2 miles,-486 ft,23 ft,5
36,,military-cutoff,,Wilmington,,2 miles,-13 ft,2 ft,5
37,,buffalo-creek-extension,,Buffalo Creek Park,,,,,5
38,,fisher-park-trail,,Greensboro,,262 ft,-15 ft,,5
39,,hamilton-lakes-spur,,Greensboro,,203 ft,-5 ft,,5
40,,keely-park-trail,,Keely Park,,"2,477 ft",-2 ft,13 ft,5
41,,rocky-road,,Tryon International Equestrian Center,,896 ft,,71 ft,5
42,,fisher-park-trail,,Greensboro,,207 ft,,3 ft,5
43,,hester-park-trail-3,,Greensboro,,712 ft,-12 ft,2 ft,5
44,,robbins-park,,Huntersville,,171 ft,,,5
45,,wescott-park-east,,Cherokee,,"2,021 ft",,53 ft,5
46,,moonshiners-lane,,Tryon International Equestrian Center,,"2,274 ft",,3 ft,5
47,,red-trail,,Huntersville,,"3,058 ft",-57 ft,3 ft,5
48,,wildwood-trail---north,,Wildwood Park,,"5,007 ft",-9 ft,2 ft,5
49,,the-glades,,Tryon International Equestrian Center,,"2,976 ft",-116 ft,55 ft,5
50,,govs-hinson-rascob-govs,,San-Lee Park,,4 miles,-76 ft,44 ft,5
51,,cross-country-south-alternate,,Tryon International Equestrian Center,,,,,5
52,,rolling-green,,Tryon International Equestrian Center,,"2,569 ft",,3 ft,5
53,,lower-indian-queen-cemetery-access,,Great Smoky Mountains National Park - West NC,,"1,194 ft",,128 ft,5
54,,keely-park-trail,,Keely Park,,207 ft,,,5
55,,treelight-trail,,Wendell Falls,,"4,193 ft",-36 ft,28 ft,5
56,,92---rocky-mtn--loop,,Uwharrie National Forest,,3 miles,-274 ft,469 ft,5
57,,park-creek-trail--33,,Southern Nantahala National Forest,,5 miles,-60 ft,884 ft,5
58,,89---wolf-den,,Uwharrie National Forest,,"5,069 ft",-67 ft,213 ft,5
59,,buffalo-creek-park-trail,,Buffalo Creek Park,,3 miles,"-1,545 ft","1,593 ft",5
60,,bluford-loop-trail,,Greensboro,,"2,247 ft",-14 ft,5 ft,5
61,,fisher-park-trail,,Greensboro,,361 ft,-5 ft,2 ft,5
62,,barber-park-trail,,Greensboro,,"1,985 ft",-14 ft,,5
63,,keely-park-trail,,Keely Park,,262 ft,,3 ft,5
64,,cherry-cove-trail---upper,,Rough Creek Watershed Trail System,,1 mile,-175 ft,63 ft,5
65,,jesse-branch-connector,,Beaverdam,,"2,159 ft",-145 ft,10 ft,5
66,,white-trail,,Huntersville,,"1,010 ft",-27 ft,,5
67,,newlight,,Durham,,5 miles,-279 ft,272 ft,5
68,,trail,,Woods Mountain,,"3,045 ft",-10 ft,88 ft,5
69,,graveyard-loop,,Buck Spring Park,,1 mile,-100 ft,101 ft,5
70,,hester-park-trail-1,,Greensboro,,686 ft,-13 ft,,5
71,,glenn-c-loop-1,,"Glenn C. Hilton, Jr. Memorial Park",,"4,582 ft",-160 ft,163 ft,5
72,,new-cut-trail,,Tryon International Equestrian Center,,1 mile,-110 ft,36 ft,5
73,,blue-trail,,Huntersville,,"2,054 ft",,30 ft,5
74,,hillsdale-greenway,,Greensboro,,"3,366 ft",-16 ft,3 ft,5
75,,barber-park-trail,,Greensboro,,"1,539 ft",,44 ft,5
76,,fisher-park-trail,,Greensboro,,210 ft,-2 ft,,5
77,,green-valley-greenway,,Greensboro,,"1,375 ft",-29 ft,3 ft,5
78,,glenn-c-loop-2,,"Glenn C. Hilton, Jr. Memorial Park",,1 mile,-209 ft,209 ft,5
79,,evergreen-trail,,Greensboro,,"4,990 ft",-66 ft,62 ft,5
80,,connector-trail,,Brumley Nature Preserve,,289 ft,,,5
81,,stecoah-gap-trail,,Tsali Recreation Area,,3 miles,-77 ft,413 ft,5
82,,fisher-park-trail,,Greensboro,,220 ft,-9 ft,,5
83,,hester-park-trail-4,,Greensboro,,466 ft,,14 ft,5
84,,mountain-to-sea-trail--nc-segment-8-1,,Marion,,5 miles,-543 ft,"2,460 ft",5
85,,torc-a-trail,,Wendell Falls,,"1,358 ft",-40 ft,,5
86,,wilkinson-pond-loop,,Briar Chapel,,"3,442 ft",-60 ft,3 ft,5
87,,switchback-trail,,Tryon International Equestrian Center,,"2,559 ft",-154 ft,14 ft,5
88,,confluence-loop,,Murphy,,"1,532 ft",-4 ft,24 ft,5
89,,rcw-trail,,Carvers Creek State Park,,1 mile,-71 ft,48 ft,5
90,,notteley-river-connector,,Murphy,,"2,789 ft",-116 ft,24 ft,5
91,,shannon-hills-greenway,,Greensboro,,"3,927 ft",-25 ft,,5
92,,ferin-creek-connector,,Beaverdam,,"1,529 ft",-193 ft,,5
